Rank_no,Movie_name,Release_Year,Certificate,Runtime_in_min,Genre,Metascore,Gross_in_$_M,Rating_from_10,Gross_numeric,Primary_Genre,Synthetic_Review,VADER_Negative,VADER_Neutral,VADER_Positive,VADER_Compound,VADER_Sentiment,Genre_Encoded,Certificate_Encoded,Decade
124,A Clockwork Orange,1971.0,R,136,"Crime, Sci-Fi",77.0,6.21,8.3,6.21,Crime,A Clockwork Orange is a solid crime film. Entertaining with good performances.,0.185,0.423,0.392,0.4404,Positive,5,12,1970.0
125,2001: A Space Odyssey,1968.0,G,149,"Adventure, Sci-Fi",84.0,56.95,8.3,56.95,Adventure,Enjoyed watching this. Great adventure elements and decent storyline.,0.0,0.382,0.618,0.8658,Positive,1,4,1960.0
126,To Kill a Mockingbird,1962.0,Approved,129,"Crime, Drama",88.0,109.0,8.3,109.0,Crime,To Kill a Mockingbird is a solid crime film. Entertaining with good performances.,0.347,0.339,0.314,-0.4215,Negative,5,3,1960.0
127,Lawrence of Arabia,1962.0,Approved,218,"Adventure, Biography, Drama",100.0,44.82,8.3,44.82,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,3,1960.0
128,Judgment at Nuremberg,1961.0,Approved,179,"Drama, War",60.0,134.0,8.3,134.0,Drama,Judgment at Nuremberg is a solid drama film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,6,3,1960.0
129,The Apartment,1960.0,Approved,125,"Comedy, Drama, Romance",94.0,18.6,8.3,18.6,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,3,1960.0
130,North by Northwest,1959.0,Approved,136,"Action, Adventure, Mystery",98.0,13.28,8.3,13.28,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,3,1950.0
131,Vertigo,1958.0,PG,128,"Mystery, Romance, Thriller",100.0,3.2,8.3,3.2,Mystery,Vertigo is a solid mystery film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,11,9,1950.0
132,Pather Panchali,1955.0,Not Rated,125,Drama,80.0,0.54,8.3,0.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,1950.0
133,Singin' in the Rain,1952.0,G,103,"Comedy, Musical, Romance",99.0,8.82,8.3,8.82,Comedy,Singin' in the Rain is a solid comedy film. Entertaining with good performances.,0.0,0.476,0.524,0.836,Positive,4,4,1950.0
134,Ikiru,1952.0,Not Rated,143,Drama,91.0,0.06,8.3,0.06,Drama,Ikiru is a solid drama film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,6,8,1950.0
135,Bicycle Thieves,1948.0,Not Rated,89,Drama,80.0,0.33,8.3,0.33,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,8,1940.0
136,Double Indemnity,1944.0,Passed,107,"Crime, Drama, Film-Noir",95.0,5.72,8.3,5.72,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,11,1940.0
137,Citizen Kane,1941.0,PG,119,"Drama, Mystery",100.0,1.59,8.3,1.59,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,9,1940.0
138,M,1931.0,Passed,99,"Crime, Mystery, Thriller",80.0,0.03,8.3,0.03,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,11,1930.0
139,Metropolis,1927.0,Not Rated,153,"Drama, Sci-Fi",98.0,1.24,8.3,1.24,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,1920.0
140,The Kid,1921.0,Passed,68,"Comedy, Drama, Family",80.0,5.45,8.3,5.45,Comedy,A good watch for comedy fans. Not perfect but definitely worth your time.,0.258,0.422,0.319,0.0423,Neutral,4,11,1920.0
141,1917,2019.0,R,119,"Action, Drama, War",78.0,159.23,8.2,159.23,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2010.0
142,Uri: The Surgical Strike,2019.0,Not Rated,138,"Action, Drama, History",80.0,4.19,8.2,4.19,Action,Uri: The Surgical Strike is a solid action film. Entertaining with good performances.,0.084,0.503,0.413,0.7096,Positive,0,8,2010.0
143,Tumbbad,2018.0,Not Rated,104,"Drama, Fantasy, Horror",80.0,,8.2,25.54,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,8,2010.0
144,Andhadhun,2018.0,Not Rated,139,"Comedy, Crime, Music",80.0,1.37,8.2,1.37,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,8,2010.0
145,K.G.F: Chapter 1,2018.0,Not Rated,156,"Action, Crime, Drama",80.0,,8.2,25.54,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,8,2010.0
146,Green Book,2018.0,PG-13,130,"Biography, Comedy, Drama",69.0,85.08,8.2,85.08,Biography,Pretty good movie with some memorable moments in the biography genre.,0.0,0.596,0.404,0.7269,Positive,3,10,2010.0
147,Baahubali 2: The Conclusion,2017.0,Not Rated,167,"Action, Drama",80.0,20.19,8.2,20.19,Action,Baahubali 2: The Conclusion is a solid action film. Entertaining with good performances.,0.0,0.575,0.425,0.7506,Positive,0,8,2010.0
148,Drishyam,2015.0,Not Rated,163,"Crime, Drama, Mystery",80.0,0.74,8.2,0.74,Crime,Pretty good movie with some memorable moments in the crime genre.,0.199,0.455,0.347,0.3818,Positive,5,8,2010.0
149,Bhaag Milkha Bhaag,2013.0,Not Rated,186,"Biography, Drama, Sport",80.0,1.63,8.2,1.63,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,8,2010.0
150,Inside Out,,PG,95,"Animation, Adventure, Comedy",94.0,356.46,8.2,356.46,Animation,Enjoyed watching this. Great animation elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,2,9,
151,Gangs of Wasseypur,2012.0,Not Rated,321,"Action, Comedy, Crime",89.0,,8.2,25.54,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,8,2010.0
152,Paan Singh Tomar,2012.0,Not Rated,135,"Action, Biography, Crime",80.0,0.04,8.2,0.04,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,8,2010.0
153,Zindagi Na Milegi Dobara,2011.0,Not Rated,155,"Comedy, Drama, Musical",80.0,3.11,8.2,3.11,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,8,2010.0
154,The Secret in Their Eyes,2009.0,R,129,"Drama, Mystery, Romance",80.0,6.39,8.2,6.39,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,2000.0
155,Warrior,2011.0,PG-13,140,"Action, Drama, Sport",71.0,13.66,8.2,13.66,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,2010.0
156,Shutter Island,2010.0,R,138,"Mystery, Thriller",63.0,128.01,8.2,128.01,Mystery,Shutter Island is a solid mystery film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,11,12,2010.0
157,Demon Slayer the Movie: Mugen Train,2020.0,R,117,"Animation, Action, Adventure",72.0,47.7,8.2,47.7,Animation,Demon Slayer the Movie: Mugen Train is a solid animation film. Entertaining with good performances.,0.0,0.619,0.381,0.7506,Positive,2,12,2020.0
158,Spider-Man: No Way Home,2021.0,PG-13,148,"Action, Adventure, Fantasy",71.0,804.75,8.2,804.75,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,10,2020.0
159,Miracle in Cell No. 7,2019.0,TV-14,132,Drama,80.0,,8.2,25.54,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,13,2010.0
160,The Father,,PG-13,97,"Drama, Mystery",88.0,130.0,8.2,130.0,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,10,
161,The Wolf of Wall Street,2013.0,R,180,"Biography, Comedy, Crime",75.0,116.9,8.2,116.9,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,12,2010.0
162,No Country for Old Men,2007.0,R,122,"Crime, Drama, Thriller",92.0,74.28,8.2,74.28,Crime,No Country for Old Men is a solid crime film. Entertaining with good performances.,0.258,0.407,0.335,0.1779,Positive,5,12,2000.0
163,My Father and My Son,2005.0,Not Rated,112,"Drama, Family",80.0,232.0,8.2,232.0,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,8,2000.0
164,There Will Be Blood,2007.0,R,158,Drama,93.0,40.22,8.2,40.22,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,2000.0
165,Pan's Labyrinth,2006.0,R,118,"Drama, Fantasy, War",98.0,37.63,8.2,37.63,Drama,Pan's Labyrinth is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,12,2000.0
166,V for Vendetta,2005.0,R,132,"Action, Drama, Sci-Fi",62.0,70.51,8.2,70.51,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,12,2000.0
167,Batman Begins,2005.0,PG-13,140,"Action, Crime, Drama",70.0,206.85,8.2,206.85,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,2000.0
168,Swades,2004.0,Not Rated,189,"Drama, Musical",80.0,1.22,8.2,1.22,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,8,2000.0
169,Downfall,2004.0,R,156,"Biography, Drama, History",82.0,5.51,8.2,5.51,Biography,Enjoyed watching this. Great biography elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,3,12,2000.0
170,Howl's Moving Castle,2004.0,PG,119,"Animation, Adventure, Family",80.0,4.71,8.2,4.71,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,9,2000.0
171,A Beautiful Mind,2001.0,PG-13,135,"Biography, Drama",72.0,170.74,8.2,170.74,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,10,2000.0
172,Kill Bill: Vol. 1,2003.0,R,111,"Action, Crime, Drama",69.0,70.1,8.2,70.1,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,2000.0
173,Finding Nemo,2003.0,G,100,"Animation, Adventure, Comedy",90.0,380.84,8.2,380.84,Animation,A good watch for animation fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,2,4,2000.0
174,Snatch,2000.0,R,102,"Comedy, Crime",55.0,30.33,8.2,30.33,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,12,2000.0
175,The Sixth Sense,1999.0,PG-13,107,"Drama, Mystery, Thriller",64.0,293.51,8.2,293.51,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,10,1990.0
176,"Lock, Stock and Two Smoking Barrels",1998.0,R,107,"Action, Comedy, Crime",66.0,3.9,8.2,3.9,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,1990.0
177,The Truman Show,1998.0,PG,103,"Comedy, Drama",90.0,125.62,8.2,125.62,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,9,1990.0
178,L.A. Confidential,1997.0,R,138,"Crime, Drama, Mystery",91.0,64.62,8.2,64.62,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,1990.0
179,Children of Heaven,1997.0,PG,89,"Drama, Family, Sport",77.0,0.93,8.2,0.93,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,9,1990.0
180,Casino,1995.0,R,178,"Crime, Drama",73.0,42.44,8.2,42.44,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,12,1990.0
181,Jurassic Park,1993.0,PG-13,127,"Action, Adventure, Sci-Fi",68.0,402.45,8.2,402.45,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,1990.0
182,Unforgiven,1992.0,R,130,"Drama, Western",85.0,101.16,8.2,101.16,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,12,1990.0
183,Indiana Jones and the Last Crusade,1989.0,PG-13,127,"Action, Adventure",65.0,197.17,8.2,197.17,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,10,1980.0
184,Die Hard,1988.0,R,132,"Action, Thriller",72.0,83.01,8.2,83.01,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,12,1980.0
185,Ran,1985.0,R,162,"Action, Drama, War",96.0,4.14,8.2,4.14,Action,Ran is a solid action film. Entertaining with good performances.,0.0,0.486,0.514,0.7506,Positive,0,12,1980.0
186,The Thing,1982.0,R,109,"Horror, Mystery, Sci-Fi",57.0,13.78,8.2,13.78,Horror,Enjoyed watching this. Great horror elements and decent storyline.,0.216,0.351,0.433,0.5719,Positive,10,12,1980.0
187,Raging Bull,1980.0,R,129,"Biography, Drama, Sport",89.0,23.38,8.2,23.38,Biography,A good watch for biography fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,3,12,1980.0
188,The Elephant Man,1980.0,PG,124,"Biography, Drama",78.0,155.0,8.2,155.0,Biography,The Elephant Man is a solid biography film. Entertaining with good performances.,0.0,0.549,0.451,0.7506,Positive,3,9,1980.0
189,Taxi Driver,1976.0,R,114,"Crime, Drama",94.0,28.26,8.2,28.26,Crime,Taxi Driver is a solid crime film. Entertaining with good performances.,0.196,0.391,0.413,0.4404,Positive,5,12,1970.0
190,Monty Python and the Holy Grail,1975.0,PG,91,"Adventure, Comedy, Fantasy",91.0,1.23,8.2,1.23,Adventure,Enjoyed watching this. Great adventure elements and decent storyline.,0.0,0.382,0.618,0.8658,Positive,1,9,1970.0
191,Dersu Uzala,1975.0,G,142,"Adventure, Biography, Drama",80.0,245.0,8.2,245.0,Adventure,Dersu Uzala is a solid adventure film. Entertaining with good performances.,0.0,0.419,0.581,0.8271,Positive,1,4,1970.0
192,Chinatown,1974.0,R,130,"Drama, Mystery, Thriller",92.0,8.49,8.2,8.49,Drama,Enjoyed watching this. Great drama elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,6,12,1970.0
193,Z,1969.0,M/PG,127,"Crime, Drama, Thriller",86.0,0.08,8.2,0.08,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,6,1960.0
194,For a Few Dollars More,1965.0,R,132,Western,74.0,15.0,8.2,15.0,Western,Enjoyed watching this. Great western elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,13,12,1960.0
195,The Great Escape,1963.0,Approved,172,"Adventure, Drama, History",86.0,12.1,8.2,12.1,Adventure,The Great Escape is a solid adventure film. Entertaining with good performances.,0.0,0.279,0.721,0.926,Positive,1,3,1960.0
196,Yojimbo,1961.0,Not Rated,110,"Action, Drama, Thriller",93.0,144.0,8.2,144.0,Action,A good watch for action fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,0,8,1960.0
197,Some Like It Hot,1959.0,Passed,121,"Comedy, Music, Romance",98.0,25.0,8.2,25.0,Comedy,Pretty good movie with some memorable moments in the comedy genre.,0.0,0.482,0.518,0.8225,Positive,4,11,1950.0
198,The Bridge on the River Kwai,1957.0,PG,161,"Adventure, Drama, War",87.0,44.91,8.2,44.91,Adventure,A good watch for adventure fans. Not perfect but definitely worth your time.,0.259,0.425,0.316,0.0165,Neutral,1,9,1950.0
199,Dial M for Murder,1954.0,PG,105,"Crime, Thriller",75.0,0.01,8.2,0.01,Crime,Enjoyed watching this. Great crime elements and decent storyline.,0.207,0.355,0.438,0.5994,Positive,5,9,1950.0
200,Tokyo Story,1953.0,Not Rated,136,Drama,80.0,208.0,8.2,208.0,Drama,Pretty good movie with some memorable moments in the drama genre.,0.0,0.596,0.404,0.7269,Positive,6,8,1950.0
201,The Wages of Fear,1953.0,Not Rated,131,"Adventure, Drama, Thriller",85.0,192.0,8.2,192.0,Adventure,A good watch for adventure fans. Not perfect but definitely worth your time.,0.259,0.425,0.316,0.0165,Neutral,1,8,1950.0
202,Umberto D.,1952.0,Not Rated,89,Drama,92.0,0.07,8.2,0.07,Drama,Umberto D. is a solid drama film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,6,8,1950.0
203,Rashomon,1950.0,Not Rated,88,"Crime, Drama, Mystery",98.0,0.1,8.2,0.1,Crime,Rashomon is a solid crime film. Entertaining with good performances.,0.207,0.355,0.438,0.4404,Positive,5,8,1950.0
204,All About Eve,1950.0,Passed,138,Drama,98.0,0.01,8.2,0.01,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,11,1950.0
205,The Treasure of the Sierra Madre,1948.0,Passed,126,"Adventure, Drama, Western",98.0,5.01,8.2,5.01,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,11,1940.0
206,To Be or Not to Be,1942.0,Passed,99,"Comedy, Romance, War",86.0,227.0,8.2,227.0,Comedy,Enjoyed watching this. Great comedy elements and decent storyline.,0.0,0.377,0.623,0.872,Positive,4,11,1940.0
207,Gone with the Wind,1939.0,Passed,238,"Drama, Romance, War",97.0,198.68,8.2,198.68,Drama,A good watch for drama fans. Not perfect but definitely worth your time.,0.269,0.495,0.236,-0.1496,Negative,6,11,1930.0
208,The Passion of Joan of Arc,1928.0,Passed,114,"Biography, Drama, History",80.0,0.02,8.2,0.02,Biography,The Passion of Joan of Arc is a solid biography film. Entertaining with good performances.,0.0,0.514,0.486,0.8555,Positive,3,11,1920.0
209,The General,1926.0,Passed,67,"Action, Adventure, Comedy",80.0,1.03,8.2,1.03,Action,The General is a solid action film. Entertaining with good performances.,0.0,0.519,0.481,0.7506,Positive,0,11,1920.0
210,The Gold Rush,1925.0,Passed,95,"Adventure, Comedy, Drama",80.0,5.45,8.2,5.45,Adventure,Pretty good movie with some memorable moments in the adventure genre.,0.0,0.488,0.512,0.8126,Positive,1,11,1920.0
211,Sherlock Jr.,1924.0,Passed,45,"Action, Comedy, Romance",80.0,0.98,8.2,0.98,Action,Enjoyed watching this. Great action elements and decent storyline.,0.0,0.486,0.514,0.8126,Positive,0,11,1920.0
212,Portrait of a Lady on Fire,2019.0,R,122,"Drama, Romance",95.0,3.76,8.1,3.76,Drama,Portrait of a Lady on Fire is a solid drama film. Entertaining with good performances.,0.115,0.529,0.356,0.6124,Positive,6,12,2010.0
213,Everything Everywhere All at Once,2022.0,R,139,"Action, Adventure, Comedy",81.0,,8.1,25.54,Action,Pretty good movie with some memorable moments in the action genre.,0.0,0.596,0.404,0.7269,Positive,0,12,2020.0
214,Pink,,Not Rated,136,"Crime, Drama, Thriller",80.0,1.24,8.1,1.24,Crime,A good watch for crime fans. Not perfect but definitely worth your time.,0.367,0.412,0.221,-0.4284,Negative,5,8,
215,A Silent Voice: The Movie,2016.0,Not Rated,130,"Animation, Drama",78.0,,8.1,25.54,Animation,A Silent Voice: The Movie is a solid animation film. Entertaining with good performances.,0.0,0.598,0.402,0.7506,Positive,2,8,2010.0
